No	Sample	N_SNPs	GD1_x	GD2_y	GD3_z	F_percent	E_percent	A_percent	hpgpAfrica	hpgpAfrica-distant	hpgpAfroamerica	hpgpEuroamerica	hpgpMediterranea	hpgpEurope	hpgpEurasia	hpgpAsia	hpgpAklavik86-like	Refpop	Nearest_neighbor	Separation_percent
376	HpGP-ITA-026	44787	1.425341	1.289123	0.000291	6.01	93.99	0	0.414351	0.584152	0.324726	0.277698	0.269369	0.252659	0.322047	0.466311	0.468971	hpgpEurope	hpgpMediterranea	6.61
377	HpGP-ITA-027	44787	1.454194	1.294442	-0.001163	1.15	98.85	0	0.427547	0.579167	0.331656	0.278829	0.265998	0.248574	0.313887	0.454132	0.45991	hpgpEurope	hpgpMediterranea	7.01
378	HpGP-ITA-028	44787	1.452668	1.294517	-0.004745	1.33	98.67	0	0.425474	0.580293	0.329409	0.276322	0.264701	0.24548	0.312273	0.453986	0.455067	hpgpEurope	hpgpMediterranea	7.83
379	HpGP-ITA-029	44787	1.440155	1.291283	-0.005856	3.67	96.33	0	0.41869	0.577623	0.324073	0.274765	0.261788	0.246077	0.314305	0.458234	0.459101	hpgpEurope	hpgpMediterranea	6.38
380	HpGP-ITA-030	44787	1.444814	1.291828	-0.003843	2.94	97.06	0	0.42163	0.577768	0.32665	0.275247	0.265214	0.247485	0.306125	0.456696	0.459133	hpgpEurope	hpgpMediterranea	7.16
381	HpGP-JAP-002	44787	1.776099	1.089827	-0.002805	0.73	0	99.27	0.482779	0.580717	0.372105	0.33124	0.343287	0.312073	0.258557	0.163928	0.291791	hpgpAsia	hpgpEurasia	57.73
382	HpGP-JAP-009	44787	1.776432	1.093895	-0.005057	0	0	100	0.483499	0.575384	0.371099	0.330405	0.339724	0.308621	0.258301	0.165579	0.289813	hpgpAsia	hpgpEurasia	56
383	HpGP-JAP-010	44787	1.772982	1.091079	-0.006316	0.89	0	99.11	0.480521	0.575697	0.3693	0.328873	0.338314	0.30866	0.259144	0.165334	0.291465	hpgpAsia	hpgpEurasia	56.74
384	HpGP-JAP-012	44787	1.769253	1.090509	-0.004352	1.51	0	98.49	0.479591	0.579997	0.369787	0.3296	0.340636	0.310689	0.258761	0.167466	0.291588	hpgpAsia	hpgpEurasia	54.52
385	HpGP-JAP-013	44787	1.773534	1.100073	-0.000568	0	0.04	99.96	0.486454	0.577922	0.373674	0.332173	0.342398	0.310353	0.257049	0.172018	0.29572	hpgpAsia	hpgpEurasia	49.43
386	HpGP-JAP-015	44787	1.773435	1.088987	-0.00633	1.25	0	98.75	0.479924	0.573967	0.3684	0.328721	0.340705	0.309398	0.255831	0.163841	0.290424	hpgpAsia	hpgpEurasia	56.15
387	HpGP-JAP-016	44787	1.77805	1.085865	-0.007665	1.27	0	98.73	0.480106	0.578206	0.368043	0.328611	0.34021	0.309237	0.256282	0.159207	0.28909	hpgpAsia	hpgpEurasia	60.97
388	HpGP-JAP-017	44787	1.770876	1.097048	-0.004473	0	0	100	0.482633	0.573357	0.370735	0.329028	0.339226	0.308145	0.258064	0.170512	0.293015	hpgpAsia	hpgpEurasia	51.35
389	HpGP-JAP-019	44787	1.772847	1.094351	0.002859	0.23	0	99.77	0.48546	0.585936	0.376452	0.335835	0.347766	0.315442	0.263324	0.169882	0.296214	hpgpAsia	hpgpEurasia	55
390	HpGP-JAP-021	44787	1.772585	1.085474	-0.010694	2.05	0	97.95	0.476474	0.573512	0.3656	0.325784	0.337942	0.306915	0.255324	0.160978	0.286337	hpgpAsia	hpgpEurasia	58.61
391	HpGP-JAP-022	44787	1.770248	1.0895	-0.007711	1.57	0	98.43	0.47824	0.575054	0.367688	0.327679	0.339062	0.308108	0.254772	0.165424	0.283084	hpgpAsia	hpgpEurasia	54.01
392	HpGP-JAP-026	44787	1.779488	1.092101	-0.002354	0	0	100	0.485198	0.576412	0.372348	0.330469	0.341711	0.311532	0.257917	0.163658	0.289407	hpgpAsia	hpgpEurasia	57.6
393	HpGP-JAP-028	44787	1.7764	1.086719	-0.006104	1.32	0	98.68	0.48039	0.575394	0.369136	0.327836	0.34086	0.310332	0.256454	0.161004	0.288223	hpgpAsia	hpgpEurasia	59.28
394	HpGP-JAP-029	44787	1.775808	1.087968	-0.007102	1.15	0	98.85	0.4802	0.575116	0.368637	0.328012	0.340007	0.309027	0.25734	0.161787	0.290545	hpgpAsia	hpgpEurasia	59.06
395	HpGP-JAP-101	44787	1.773421	1.096638	0.006556	0	0	100	0.488067	0.57858	0.376458	0.336143	0.347776	0.317802	0.26711	0.17197	0.296469	hpgpAsia	hpgpEurasia	55.32
396	HpGP-JAP-102	44787	1.540649	1.254243	0.016408	0	79.61	20.39	0.455278	0.591788	0.35455	0.304572	0.297683	0.275891	0.273225	0.38998	0.420005	hpgpEurasia	hpgpEurope	0.98
397	HpGP-JAP-103	44787	1.758433	1.102709	0.000343	0.44	1.43	98.14	0.481622	0.577595	0.371404	0.328955	0.34012	0.310642	0.262424	0.181685	0.302199	hpgpAsia	hpgpEurasia	44.44
398	HpGP-JAP-104	44787	1.565446	1.234863	0.015191	0	70.12	29.88	0.457741	0.589306	0.355005	0.307582	0.303342	0.281157	0.268682	0.365156	0.402729	hpgpEurasia	hpgpEurope	4.64
399	HpGP-JAP-105	44787	1.760821	1.103773	-0.001302	0	1.99	98.01	0.482317	0.5753	0.369959	0.328978	0.340112	0.308751	0.256222	0.180633	0.283886	hpgpAsia	hpgpEurasia	41.85
400	HpGP-JAP-106	44787	1.76335	1.098476	-0.006863	0.66	0	99.34	0.479096	0.576203	0.368334	0.326498	0.336153	0.305776	0.256205	0.174619	0.291154	hpgpAsia	hpgpEurasia	46.72
401	HpGP-JAP-107	44787	1.770671	1.094669	-0.004383	0.46	0	99.54	0.481704	0.578437	0.370857	0.329405	0.340397	0.309099	0.258888	0.169217	0.290646	hpgpAsia	hpgpEurasia	52.99
402	HpGP-JAP-108	44787	1.75094	1.109041	-0.000668	0.1	4.77	95.13	0.480486	0.580804	0.369357	0.328572	0.33729	0.307679	0.2582	0.189093	0.303791	hpgpAsia	hpgpEurasia	36.55
403	HpGP-JAP-109	44787	1.776091	1.094516	-0.008811	0	0	100	0.482043	0.573986	0.368893	0.326138	0.335725	0.305141	0.254698	0.165099	0.290062	hpgpAsia	hpgpEurasia	54.27
404	HpGP-JAP-110	44787	1.316183	1.226229	0.014555	34.68	65.32	0	0.352158	0.583012	0.291807	0.259459	0.271247	0.291351	0.357797	0.489136	0.478816	hpgpEuroamerica	hpgpMediterranea	4.54
405	HpGP-JAP-111	44787	1.776621	1.090708	-0.00187	0.48	0	99.52	0.483706	0.580503	0.372822	0.332058	0.344177	0.312548	0.260325	0.164443	0.292949	hpgpAsia	hpgpEurasia	58.31
406	HpGP-JAP-112	44787	1.764593	1.110418	-0.005884	0	5.38	94.62	0.484442	0.57373	0.37073	0.327405	0.336315	0.302228	0.254506	0.181405	0.300096	hpgpAsia	hpgpEurasia	40.3
407	HpGP-JAP-113	44787	1.774008	1.089798	-0.005276	1.02	0	98.98	0.480894	0.574191	0.368745	0.328152	0.339856	0.31	0.256943	0.164319	0.287279	hpgpAsia	hpgpEurasia	56.37
408	HpGP-JAP-114	44787	1.742479	1.110879	-0.010997	0.89	5.73	93.38	0.473448	0.573826	0.362819	0.320737	0.328666	0.29829	0.253622	0.191754	0.304906	hpgpAsia	hpgpEurasia	32.26
409	HpGP-JAP-115	44787	1.773914	1.089342	-0.00032	1.12	0	98.88	0.482728	0.57956	0.372959	0.332292	0.34444	0.314477	0.261925	0.165453	0.290694	hpgpAsia	hpgpEurasia	58.31
410	HpGP-JOR-001	44787	1.411728	1.288781	-0.006113	7.74	92.26	0	0.406009	0.57217	0.318701	0.268894	0.254744	0.247633	0.324937	0.471413	0.46837	hpgpEurope	hpgpMediterranea	2.87
411	HpGP-JOR-002	44787	1.375304	1.292363	-0.008673	11.1	88.9	0	0.391363	0.572127	0.308487	0.261742	0.245832	0.245211	0.331566	0.491759	0.476541	hpgpEurope	hpgpMediterranea	0.25
412	HpGP-JOR-003	44787	1.378282	1.291563	-0.000284	10.95	89.05	0	0.395742	0.575693	0.314595	0.266518	0.251723	0.252702	0.339338	0.492034	0.48133	hpgpMediterranea	hpgpEurope	0.39
413	HpGP-JOR-004	44787	1.386076	1.292923	-0.00567	9.79	90.21	0	0.397221	0.570438	0.312915	0.265235	0.249776	0.247287	0.330996	0.487329	0.47797	hpgpEurope	hpgpMediterranea	1.01
414	HpGP-JOR-005	44787	1.348432	1.278409	0.001475	17.14	82.86	0	0.379354	0.576243	0.306196	0.264817	0.247809	0.259944	0.343799	0.500114	0.485769	hpgpMediterranea	hpgpEurope	4.9
415	HpGP-JOR-006	44787	1.368822	1.288274	-0.003116	12.72	87.28	0	0.389479	0.571894	0.310037	0.264058	0.250128	0.25173	0.339646	0.494193	0.482476	hpgpMediterranea	hpgpEurope	0.64
416	HpGP-JOR-007	44787	1.350989	1.274494	0.00111	17.82	82.18	0	0.378798	0.569869	0.30554	0.265143	0.248279	0.260979	0.345386	0.49634	0.485514	hpgpMediterranea	hpgpEurope	5.12
417	HpGP-JOR-008	44787	1.334824	1.273426	0.008296	19.71	80.29	0	0.374739	0.577717	0.307831	0.269323	0.253733	0.268106	0.353938	0.506057	0.492943	hpgpMediterranea	hpgpEurope	5.66
418	HpGP-JOR-009	44787	1.361949	1.287617	-0.000946	13.6	86.4	0	0.387313	0.572567	0.308775	0.262336	0.243465	0.254065	0.339724	0.49796	0.484763	hpgpMediterranea	hpgpEurope	4.35
419	HpGP-JOR-010	44787	1.383829	1.292404	-0.000969	10.15	89.85	0	0.398044	0.574637	0.315593	0.268141	0.252843	0.25163	0.336542	0.489472	0.480327	hpgpEurope	hpgpMediterranea	0.48
420	HpGP-KAZ-001	44787	1.42735	1.292544	-0.002878	5.01	94.99	0	0.415139	0.57982	0.321788	0.270837	0.25828	0.248594	0.317312	0.466451	0.465745	hpgpEurope	hpgpMediterranea	3.9
421	HpGP-KAZ-002	44787	1.695231	1.19322	0.012595	0	44.49	55.51	0.49438	0.589167	0.376304	0.329403	0.332145	0.290156	0.236946	0.272127	0.331689	hpgpEurasia	hpgpAsia	14.85
422	HpGP-KGZ-001	44787	1.460511	1.283654	0.004659	2.65	96.81	0.53	0.428528	0.584929	0.335362	0.284651	0.273837	0.257381	0.314892	0.44598	0.456046	hpgpEurope	hpgpMediterranea	6.39
423	HpGP-KGZ-002	44787	1.513134	1.291126	0.000669	0	94.76	5.24	0.451217	0.585349	0.347057	0.293116	0.284647	0.249581	0.292696	0.422063	0.435094	hpgpEurope	hpgpMediterranea	14.05
424	HpGP-KGZ-003	44787	1.439797	1.288456	-0.0014	4.34	95.66	0	0.419329	0.582015	0.326756	0.277462	0.264708	0.250993	0.317034	0.457946	0.461561	hpgpEurope	hpgpMediterranea	5.46
425	HpGP-KGZ-004	44787	1.62635	1.223198	0.009252	0	60.5	39.5	0.475914	0.586016	0.365496	0.314063	0.312595	0.278401	0.251553	0.32493	0.368873	hpgpEurasia	hpgpEurope	10.67
426	HpGP-KGZ-005	44787	1.576925	1.241251	-0.000231	0	71.34	28.66	0.458463	0.582601	0.351057	0.299377	0.294211	0.265072	0.255138	0.358803	0.389372	hpgpEurasia	hpgpEurope	3.89
427	HpGP-KGZ-006	44787	1.677514	1.197195	0.009093	0	47.08	52.92	0.487155	0.58226	0.372175	0.323893	0.325734	0.286201	0.238917	0.282742	0.335364	hpgpEurasia	hpgpAsia	18.34
428	HpGP-KGZ-007	44787	1.561293	1.249121	0.004899	0	75.65	24.35	0.457093	0.581268	0.351518	0.300519	0.294527	0.267131	0.264381	0.373041	0.402689	hpgpEurasia	hpgpEurope	1.04
429	HpGP-KGZ-008	44787	1.482765	1.265692	-7.6e-05	3.46	87.34	9.2	0.429026	0.582453	0.334679	0.287208	0.277716	0.259149	0.306016	0.422361	0.436159	hpgpEurope	hpgpMediterranea	7.16
430	HpGP-KGZ-009	44787	1.489557	1.279404	0.002516	0	94.12	5.88	0.437967	0.583634	0.33892	0.287592	0.276847	0.256186	0.300572	0.427772	0.441965	hpgpEurope	hpgpMediterranea	8.06
431	HpGP-KGZ-010	44787	1.617138	1.233902	0.009611	0	65.12	34.88	0.476262	0.581997	0.363262	0.310854	0.307828	0.275084	0.254325	0.336229	0.37689	hpgpEurasia	hpgpEurope	8.16
432	HpGP-KOR-001	44787	1.765704	1.100162	-0.005064	0	0.09	99.91	0.481427	0.572466	0.368292	0.327776	0.338372	0.306652	0.257321	0.174901	0.294683	hpgpAsia	hpgpEurasia	47.12
433	HpGP-KOR-002	44787	1.762231	1.095054	-0.010327	1.53	0	98.47	0.47594	0.575096	0.365412	0.324572	0.336128	0.30405	0.254031	0.172197	0.290561	hpgpAsia	hpgpEurasia	47.52
434	HpGP-KOR-004	44787	1.770656	1.09719	-0.012263	0	0	100	0.479387	0.573194	0.366522	0.324793	0.334228	0.301331	0.249737	0.168576	0.286867	hpgpAsia	hpgpEurasia	48.15
435	HpGP-KOR-005	44787	1.768248	1.089941	-0.016015	1.75	0	98.25	0.474164	0.567608	0.363294	0.321777	0.332882	0.300792	0.248516	0.164449	0.286485	hpgpAsia	hpgpEurasia	51.12
436	HpGP-KOR-006	44787	1.773464	1.087271	-0.016801	1.59	0	98.41	0.474986	0.572138	0.362768	0.321126	0.331719	0.300925	0.249669	0.159925	0.2846	hpgpAsia	hpgpEurasia	56.12
437	HpGP-KOR-007	44787	1.771565	1.093641	-0.011443	0.56	0	99.44	0.47878	0.57193	0.36591	0.323877	0.334486	0.303312	0.254177	0.1662	0.287423	hpgpAsia	hpgpEurasia	52.93
438	HpGP-KOR-008	44787	1.767578	1.097607	-0.010175	0.27	0	99.73	0.479141	0.569015	0.366597	0.325251	0.334885	0.303087	0.253496	0.170996	0.290703	hpgpAsia	hpgpEurasia	48.25
439	HpGP-KOR-009	44787	1.773454	1.099198	-0.00733	0	0	100	0.483311	0.575751	0.370186	0.32698	0.337489	0.304799	0.252301	0.169681	0.2925	hpgpAsia	hpgpEurasia	48.69
440	HpGP-KOR-010	44787	1.773968	1.09391	-0.006404	0.18	0	99.82	0.48194	0.575374	0.371076	0.328308	0.339952	0.307519	0.2543	0.166496	0.289625	hpgpAsia	hpgpEurasia	52.74
441	HpGP-KOR-012	44787	1.758422	1.101158	-0.009268	0.77	0.61	98.61	0.477082	0.573106	0.365847	0.324601	0.335061	0.302857	0.253615	0.178125	0.294269	hpgpAsia	hpgpEurasia	42.38
442	HpGP-KOR-013	44787	1.757555	1.10567	-0.009585	0	2.99	97.01	0.478272	0.576285	0.365821	0.322993	0.332735	0.30096	0.251107	0.181194	0.296551	hpgpAsia	hpgpEurasia	38.58
443	HpGP-KOR-014	44787	1.77318	1.092236	-0.012698	0.63	0	99.37	0.478403	0.575234	0.366244	0.32391	0.334876	0.302685	0.253238	0.164176	0.287249	hpgpAsia	hpgpEurasia	54.25
444	HpGP-KOR-016	44787	1.768202	1.102499	-0.007367	0	1.31	98.69	0.48237	0.576174	0.369313	0.326253	0.336332	0.303721	0.251953	0.174376	0.29386	hpgpAsia	hpgpEurasia	44.49
445	HpGP-KOR-019	44787	1.763355	1.108048	-0.006391	0	4.18	95.82	0.482847	0.574845	0.370121	0.326713	0.335832	0.30269	0.256879	0.180487	0.29739	hpgpAsia	hpgpEurasia	42.33
446	HpGP-KOR-020	44787	1.763904	1.093405	-0.011932	1.64	0	98.36	0.475352	0.570819	0.364638	0.323761	0.334105	0.303207	0.251819	0.169899	0.289599	hpgpAsia	hpgpEurasia	48.22
447	HpGP-KOR-021	44787	1.765543	1.10753	-0.005375	0	3.91	96.09	0.483969	0.575936	0.371932	0.327763	0.336536	0.303695	0.255728	0.17932	0.298701	hpgpAsia	hpgpEurasia	42.61
448	HpGP-KOR-022	44787	1.772667	1.093811	-0.010785	0.37	0	99.63	0.479566	0.572469	0.367252	0.326612	0.335474	0.303788	0.251375	0.165911	0.287987	hpgpAsia	hpgpEurasia	51.51
449	HpGP-KOR-023	44787	1.76991	1.097883	-0.005203	0	0	100	0.482247	0.577615	0.37033	0.329066	0.340144	0.307236	0.257176	0.171314	0.29182	hpgpAsia	hpgpEurasia	50.12
450	HpGP-KOR-024	44787	1.758078	1.11346	-0.001028	0	6.97	93.03	0.484903	0.579953	0.373408	0.329836	0.338405	0.305535	0.259252	0.187942	0.303628	hpgpAsia	hpgpEurasia	37.94
451	HpGP-KOR-025	44787	1.771318	1.100863	-0.003967	0	0.45	99.55	0.484439	0.582431	0.371903	0.328953	0.33973	0.307178	0.2559	0.17271	0.296054	hpgpAsia	hpgpEurasia	48.17
452	HpGP-KOR-027	44787	1.751888	1.110643	-0.00232	0	5.59	94.41	0.480789	0.577372	0.370583	0.327012	0.336955	0.30563	0.257866	0.18911	0.301165	hpgpAsia	hpgpEurasia	36.36
453	HpGP-KOR-028	44787	1.771445	1.095969	-0.001978	0.08	0	99.92	0.483494	0.575369	0.372067	0.332398	0.342337	0.310691	0.260094	0.170254	0.294838	hpgpAsia	hpgpEurasia	52.77
454	HpGP-KOR-029	44787	1.776691	1.094895	-0.006027	0	0	100	0.483576	0.576752	0.370058	0.327571	0.339019	0.307404	0.25382	0.165778	0.289685	hpgpAsia	hpgpEurasia	53.11
455	HpGP-KOR-032	44787	1.688705	1.177064	0.015452	0	38.32	61.68	0.486885	0.584735	0.374915	0.328352	0.333649	0.298739	0.250594	0.266605	0.350508	hpgpEurasia	hpgpAsia	6.39
456	HpGP-KOR-033	44787	1.773178	1.097099	-0.002776	0	0	100	0.484295	0.580078	0.372611	0.330862	0.341027	0.309531	0.259337	0.169814	0.294232	hpgpAsia	hpgpEurasia	52.72
457	HpGP-KOR-034	44787	1.767941	1.096423	-0.00858	0.47	0	99.53	0.479507	0.573409	0.367383	0.326162	0.336934	0.304894	0.255102	0.170534	0.293068	hpgpAsia	hpgpEurasia	49.59
458	HpGP-KOR-035	44787	1.7683	1.09988	-0.007143	0	0	100	0.48153	0.576674	0.369401	0.327781	0.337829	0.304869	0.254318	0.172815	0.295658	hpgpAsia	hpgpEurasia	47.16
459	HpGP-KOR-036	44787	1.760422	1.113323	-0.004378	0	6.87	93.13	0.484432	0.577976	0.371113	0.326646	0.336895	0.302603	0.255466	0.185725	0.300785	hpgpAsia	hpgpEurasia	37.55
460	HpGP-KOR-037	44787	1.74825	1.120631	-0.002336	0	10.66	89.34	0.483	0.577099	0.369725	0.325792	0.334278	0.302078	0.258388	0.196983	0.310597	hpgpAsia	hpgpEurasia	31.17
461	HpGP-KOR-041	44787	1.768177	1.094729	-0.00972	0.79	0	99.21	0.478506	0.577165	0.367463	0.326807	0.337186	0.304516	0.253383	0.169083	0.292891	hpgpAsia	hpgpEurasia	49.86
462	HpGP-KOR-042	44787	1.764974	1.115977	-0.000732	0	8.15	91.85	0.488784	0.574958	0.373792	0.328675	0.337096	0.304662	0.256647	0.185955	0.298208	hpgpAsia	hpgpEurasia	38.02
463	HpGP-KOR-043	44787	1.779419	1.093593	-0.013793	0	0	100	0.481012	0.571594	0.366594	0.323737	0.333857	0.301048	0.250039	0.161452	0.283526	hpgpAsia	hpgpEurasia	54.87
464	HpGP-KOR-044	44787	1.766667	1.097475	-0.00498	0.42	0	99.58	0.480859	0.575678	0.369361	0.328557	0.340063	0.307677	0.257687	0.172814	0.294442	hpgpAsia	hpgpEurasia	49.11
465	HpGP-KOR-045	44787	1.771766	1.099215	-0.008072	0	0	100	0.48232	0.573212	0.370124	0.326537	0.337009	0.304199	0.254356	0.170363	0.292663	hpgpAsia	hpgpEurasia	49.3
466	HpGP-KOR-046	44787	1.777947	1.094143	-0.005732	0	0	100	0.483933	0.576363	0.370757	0.329477	0.341052	0.307897	0.255291	0.164756	0.290597	hpgpAsia	hpgpEurasia	54.95
467	HpGP-KOR-047	44787	1.768827	1.106887	0.002021	0	3.56	96.44	0.488122	0.582205	0.375288	0.333282	0.343075	0.310258	0.259997	0.179258	0.30043	hpgpAsia	hpgpEurasia	45.04
468	HpGP-KOR-048	44787	1.769904	1.09589	-0.007162	0.31	0	99.69	0.480698	0.578404	0.36895	0.327858	0.338114	0.306261	0.256461	0.169585	0.290375	hpgpAsia	hpgpEurasia	51.23
469	HpGP-KOR-049	44787	1.769865	1.092519	-0.012709	1.02	0	98.98	0.477145	0.57063	0.364792	0.322258	0.333257	0.302674	0.25024	0.166062	0.286845	hpgpAsia	hpgpEurasia	50.69
470	HpGP-KOR-050	44787	1.776272	1.093386	-0.014122	0	0	100	0.47951	0.56933	0.36508	0.323037	0.333226	0.300933	0.247632	0.162871	0.283077	hpgpAsia	hpgpEurasia	52.04
471	HpGP-KOR-051	44787	1.76531	1.100126	-0.010592	0.04	0.07	99.9	0.478975	0.573771	0.366815	0.323128	0.333967	0.301873	0.253246	0.173569	0.293146	hpgpAsia	hpgpEurasia	45.91
472	HpGP-KOR-052	44787	1.768581	1.092351	-0.009188	1.22	0	98.78	0.478007	0.575552	0.367163	0.326637	0.336585	0.305834	0.254719	0.167593	0.29163	hpgpAsia	hpgpEurasia	51.99
473	HpGP-KOR-053	44787	1.773007	1.091284	-0.008488	0.85	0	99.15	0.479713	0.575511	0.368924	0.327401	0.338742	0.306697	0.254915	0.164848	0.290419	hpgpAsia	hpgpEurasia	54.64
474	HpGP-KOR-101	44787	1.770531	1.094827	-0.013205	0.45	0	99.55	0.478071	0.5705	0.366254	0.322145	0.333033	0.301379	0.24977	0.166965	0.286183	hpgpAsia	hpgpEurasia	49.59
475	HpGP-KOR-105	44787	1.754503	1.110287	-0.006115	0	5.39	94.61	0.480165	0.575655	0.367761	0.32541	0.335138	0.302382	0.254206	0.186498	0.298615	hpgpAsia	hpgpEurasia	36.3
476	HpGP-KOR-109	44787	1.774262	1.097327	-0.008313	0	0	100	0.482543	0.574166	0.369529	0.326965	0.336841	0.304603	0.254853	0.16787	0.291927	hpgpAsia	hpgpEurasia	51.82
477	HpGP-KOR-110	44787	1.778069	1.09129	-0.00826	0.17	0	99.83	0.481882	0.57478	0.369288	0.327946	0.339995	0.306739	0.253424	0.162288	0.286914	hpgpAsia	hpgpEurasia	56.16
478	HpGP-KOR-111	44787	1.771361	1.095186	-0.005942	0.26	0	99.74	0.481536	0.575531	0.369046	0.328444	0.338974	0.307535	0.257284	0.168741	0.294238	hpgpAsia	hpgpEurasia	52.47
479	HpGP-KOR-112	44787	1.765246	1.096779	-0.011722	0.76	0	99.24	0.477241	0.573161	0.364526	0.322866	0.333357	0.302116	0.251673	0.171285	0.290418	hpgpAsia	hpgpEurasia	46.93
480	HpGP-KOR-114	44787	1.77665	1.100946	-0.001364	0	0.49	99.51	0.487727	0.577455	0.374609	0.332889	0.343435	0.309247	0.257955	0.170707	0.294935	hpgpAsia	hpgpEurasia	51.11
481	HpGP-KOR-115	44787	1.754493	1.103198	-0.008748	0.88	1.69	97.43	0.476444	0.57416	0.36444	0.323486	0.333893	0.302683	0.256669	0.18153	0.301153	hpgpAsia	hpgpEurasia	41.39
482	HpGP-KOR-116	44787	1.762936	1.10222	-0.007498	0	1.17	98.83	0.480055	0.57364	0.367708	0.32537	0.336582	0.30387	0.255236	0.176905	0.294399	hpgpAsia	hpgpEurasia	44.28
483	HpGP-KOR-117	44787	1.766845	1.094114	-0.013393	1.1	0	98.9	0.476219	0.570434	0.36508	0.323654	0.332956	0.301589	0.253467	0.168398	0.286945	hpgpAsia	hpgpEurasia	50.52
484	HpGP-KOR-118	44787	1.775204	1.092712	-0.010828	0.26	0	99.74	0.480179	0.572768	0.367648	0.326233	0.335988	0.304075	0.253275	0.163923	0.291782	hpgpAsia	hpgpEurasia	54.51
485	HpGP-KOR-119	44787	1.769078	1.093401	-0.014835	0.94	0	99.06	0.476275	0.572992	0.364942	0.323134	0.333165	0.300528	0.251214	0.166417	0.28787	hpgpAsia	hpgpEurasia	50.95
486	HpGP-LAT-001	44787	1.514599	1.286794	-0.002788	0	93.26	6.74	0.448784	0.580584	0.34342	0.289321	0.279795	0.248114	0.291091	0.417757	0.43202	hpgpEurope	hpgpMediterranea	12.77
487	HpGP-LAT-002	44787	1.464494	1.291683	-0.000253	0.34	99.66	0	0.431117	0.587151	0.334733	0.282584	0.269726	0.250058	0.308154	0.447382	0.450657	hpgpEurope	hpgpMediterranea	7.87
488	HpGP-LAT-003	44787	1.451992	1.293101	0.006863	1.73	98.27	0	0.429453	0.585646	0.335456	0.284031	0.27112	0.256105	0.317532	0.456671	0.457085	hpgpEurope	hpgpMediterranea	5.86
489	HpGP-LAT-004	44787	1.495813	1.298858	0.006455	0	99.28	0.72	0.449374	0.587668	0.344612	0.29251	0.282732	0.252313	0.303573	0.437275	0.445462	hpgpEurope	hpgpMediterranea	12.06
490	HpGP-LAT-005	44787	1.498088	1.295219	0.001748	0	97.9	2.1	0.447017	0.58721	0.344688	0.290285	0.282057	0.249483	0.298022	0.432621	0.440398	hpgpEurope	hpgpMediterranea	13.06
491	HpGP-LAT-006	44787	1.518613	1.289906	-0.002132	0	93.71	6.29	0.451855	0.58551	0.346037	0.292643	0.284527	0.247426	0.288264	0.417721	0.430847	hpgpEurope	hpgpMediterranea	14.99
492	HpGP-LAT-007	44787	1.471105	1.291893	-0.005029	0	100	0	0.431936	0.583353	0.334553	0.282071	0.269751	0.24563	0.303927	0.442768	0.449904	hpgpEurope	hpgpMediterranea	9.82
493	HpGP-LAT-008	44787	1.460304	1.293953	-0.001439	0.43	99.57	0	0.429755	0.584195	0.332237	0.281408	0.26816	0.248326	0.306159	0.450593	0.451189	hpgpEurope	hpgpMediterranea	7.99
494	HpGP-LAT-009	44787	1.479525	1.285001	-0.009133	0	97.23	2.77	0.431136	0.579418	0.331748	0.280087	0.270211	0.244325	0.293954	0.43314	0.438725	hpgpEurope	hpgpMediterranea	10.59
495	HpGP-LAT-010	44787	1.499807	1.292506	-0.001175	0	96.86	3.14	0.445509	0.585262	0.343117	0.291154	0.280335	0.247881	0.292859	0.429301	0.43887	hpgpEurope	hpgpMediterranea	13.09
496	HpGP-LAT-011	44787	1.513558	1.292559	-0.005142	0	95.13	4.87	0.449528	0.587667	0.34328	0.288741	0.280101	0.243995	0.289514	0.421109	0.430873	hpgpEurope	hpgpMediterranea	14.8
497	HpGP-LAT-012	44787	1.532907	1.28622	0.002411	0	90.88	9.12	0.458213	0.587379	0.350508	0.295501	0.287747	0.252285	0.281823	0.409339	0.424528	hpgpEurope	hpgpEurasia	11.71
498	HpGP-LAT-014	44787	1.514912	1.286215	0.000355	0	93.04	6.96	0.449992	0.586634	0.346517	0.294259	0.284485	0.251048	0.290518	0.418109	0.431583	hpgpEurope	hpgpMediterranea	13.32
499	HpGP-LAT-015	44787	1.534586	1.289822	0.001835	0	91.77	8.23	0.460001	0.587229	0.350964	0.296084	0.286785	0.250417	0.283638	0.410471	0.427695	hpgpEurope	hpgpEurasia	13.27
500	HpGP-LAT-017	44787	1.492706	1.290264	-0.007165	0	97.11	2.89	0.439301	0.579512	0.337989	0.28524	0.275079	0.243711	0.296898	0.429998	0.441135	hpgpEurope	hpgpMediterranea	12.87
501	HpGP-LAT-018	44787	1.51663	1.290192	-0.002822	0	94.04	5.96	0.450864	0.588975	0.344581	0.292023	0.282139	0.246782	0.288121	0.418732	0.436752	hpgpEurope	hpgpMediterranea	14.33
502	HpGP-LAT-019	44787	1.525725	1.299233	0.009667	0	95.61	4.39	0.463091	0.595296	0.354952	0.301998	0.292223	0.254056	0.293773	0.42286	0.440479	hpgpEurope	hpgpMediterranea	15.02
503	HpGP-LAT-020	44787	1.512186	1.287476	-0.005368	0	93.76	6.24	0.446986	0.583099	0.341845	0.288401	0.280213	0.245697	0.286721	0.418711	0.432782	hpgpEurope	hpgpMediterranea	14.05
